taxid,input_term,domain,kingdom,phylum,class,order,family,genus,species
11137,Human_coronavirus_229E,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Human_coronavirus_229E
11135,Feline_infectious_peritonitis_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Alphacoronavirus_1
443240,Human_coronavirus_HKU1_isolate_N2,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Human_coronavirus_HKU1
384510,Influenza_A_virus_A_tern_South_Africa_1961_H5N3,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
2169991,Argentinian_mammarenavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Arenaviridae,g__Mammarenavirus,s__Argentinian_mammarenavirus
392811,Influenza_A_virus_A_Udorn_8_1972_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
449656,Influenza_A_virus_A_chicken_Taiwan_2838V_00_H6N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
128952,Ebola_virus_Mayinga_Zaire_1976,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Filoviridae,g__Ebolavirus,s__Zaire_ebolavirus
1968304,Influenza_A_virus_A_chicken_Guangdong_GD20_2017_H7N9,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
54315,Bovine_viral_diarrhea_virus_2,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Pestivirus,s__Pestivirus_B
11983,Norwalk_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
11142,Murine_hepatitis_virus_strain_A59,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Murine_coronavirus
447133,Influenza_A_virus_A_chicken_Japan_1925_H7N7,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
915014,Influenza_A_virus_A_swine_Heilongjiang_44_2009_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
31645,Hepatitis_C_virus_isolate_Taiwan,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
417758,Influenza_A_virus_A_quail_Shantou_1475_2004_H9N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
292349,Feline_calicivirus_strain_Urbana,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Vesivirus,s__Feline_calicivirus
414044,Influenza_A_virus_A_Thailand_1_KAN_1A_2004_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11084,Tick_borne_encephalitis_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Tick_borne_encephalitis_virus
12260,Bean_pod_mottle_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Secoviridae,g__Comovirus,s__Bean_pod_mottle_virus
12107,Mengo_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Cardiovirus,s__Cardiovirus_A
10903,Bluetongue_virus_17,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
378830,Lake_Victoria_marburgvirus_Angola2005,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Filoviridae,g__Marburgvirus,s__Marburg_marburgvirus
443239,Human_coronavirus_HKU1_isolate_N1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Human_coronavirus_HKU1
1980486,Puumala_orthohantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Puumala_orthohantavirus
11144,Murine_hepatitis_virus_strain_JHM,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Murine_coronavirus
103929,Rabies_virus_strain_Pasteur_vaccin,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Rhabdoviridae,g__Lyssavirus,s__Rabies_lyssavirus
11128,Bovine_coronavirus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Betacoronavirus_1
1577715,Norovirus_GVI_1_Ca_JPN_2012_M49_1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
31650,Hepatitis_C_virus_subtype_2b,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
12071,Coxsackievirus_B1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
42769,Coxsackievirus_A10,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_A
54290,GB_virus_C,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Pegivirus,s__Pegivirus_C
421901,Influenza_A_virus_A_Egypt_0636_NAMRU3_2007_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
502101,Feline_coronavirus_UU2,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Alphacoronavirus_1
270478,Zantedeschia_mild_mosaic_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Stelpaviricetes,o__Patatavirales,f__Potyviridae,g__Potyvirus,s__Zantedeschia_mild_mosaic_virus
11064,Dengue_virus_2_Jamaica_1409_1983,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
100835,Influenza_A_virus_A_Chicken_Hong_Kong_258_97_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
59301,Mayaro_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Togaviridae,g__Alphavirus,s__Mayaro_virus
329389,Hepatitis_C_virus_isolate_Glasgow,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
162326,Influenza_A_virus_A_Hong_Kong_1143_99_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11215,Bovine_respirovirus_3,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Paramyxoviridae,g__Respirovirus,s__Bovine_respirovirus_3
132487,Measles_virus_strain_Schwarz,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Paramyxoviridae,g__Morbillivirus,s__Measles_morbillivirus
55097,Mobala_mammarenavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Arenaviridae,g__Mammarenavirus,s__Mobala_mammarenavirus
229992,SARS_coronavirus_Frankfurt_1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Severe_acute_respiratory_syndrome_related_coronavirus
73482,Foot_and_mouth_disease_virus_strain_O1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
1330520,Enterovirus_F,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_F
55951,Grapevine_leafroll_associated_virus_3,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Closteroviridae,g__Ampelovirus,s__Grapevine_leafroll_associated_virus_3
155218,Influenza_A_virus_A_Hong_Kong_482_97_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
39054,Enterovirus_A71,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_A
11060,Dengue_virus_2,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
12161,Beet_yellows_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Closteroviridae,g__Closterovirus,s__Beet_yellows_virus
11296,Rabies_virus_HEP_FLURY,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Rhabdoviridae,g__Lyssavirus,s__Rabies_lyssavirus
280855,Seoul_virus_BjHD01,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Seoul_orthohantavirus
614035,Influenza_A_virus_A_swine_Belgium_1_1998_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12063,Human_parechovirus_1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Parechovirus,s__Parechovirus_A
12116,Foot_and_mouth_disease_virus_type_C,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
1006061,Duck_hepatitis_A_virus_1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Avihepatovirus,s__Avihepatovirus_A
504904,Influenza_A_virus_A_Brisbane_59_2007_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
195055,Human_parechovirus_3,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Parechovirus,s__Parechovirus_A
37124,Chikungunya_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Togaviridae,g__Alphavirus,s__Chikungunya_virus
292045,Influenza_A_virus_A_chicken_HongKong_YU427_03_H9N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12125,Theiler_s_encephalomyelitis_virus_STRAIN_BEAN_8386,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Cardiovirus,s__Cardiovirus_B
476294,Influenza_A_virus_A_Brisbane_10_2007_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
632134,Influenza_A_virus_A_chicken_Pakistan_UDL_01_2008_H9N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
562988,Influenza_A_virus_A_Egypt_2289_NAMRU3_2008_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
10927,Bovine_rotavirus,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Rotavirus,s__Rotavirus_A
11104,Hepatitis_C_virus_isolate_1,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
11577,La_Crosse_virus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Peribunyaviridae,g__Orthobunyavirus,s__La_Crosse_orthobunyavirus
41856,Hepatitis_C_virus_genotype_1,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
11243,Rinderpest_virus_strain_L,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Paramyxoviridae,g__Morbillivirus,s__Rinderpest_morbillivirus
1263720,Betacoronavirus_England_1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Middle_East_respiratory_syndrome_related_coronavirus
11096,Classical_swine_fever_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Pestivirus,s__Pestivirus_C
11253,Human_respiratory_syncytial_virus_strain_RSB1734,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Human_orthopneumovirus
307044,West_Nile_virus_strain_385_99,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__West_Nile_virus
472511,Influenza_A_virus_A_Indonesia_TLL007_2006_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12211,Plum_pox_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Stelpaviricetes,o__Patatavirales,f__Potyviridae,g__Potyvirus,s__Plum_pox_virus
11252,Human_respiratory_syncytial_virus_strain_RSB642,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Human_orthopneumovirus
382832,Influenza_A_virus_A_VM113_V1_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
132504,Influenza_A_virus_A_X_31_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
10915,Porcine_rotavirus_serotype_5_strain_OSU,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Rotavirus,s__Rotavirus_A
2697049,Severe_acute_respiratory_syndrome_coronavirus_2,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Severe_acute_respiratory_syndrome_related_coronavirus
11260,Human_respiratory_syncytial_virus_A_strain_Long,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Human_orthopneumovirus
196462,Influenza_A_virus_A_chicken_California_1002a_00_H6N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11196,Sendai_virus_strain_Harris,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Paramyxoviridae,g__Respirovirus,s__Murine_respirovirus
1241973,Norovirus_Hu_GII_4_Sydney_NSW0514_2012_AU,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
382781,Influenza_A_virus_A_Singapore_1_1957_H2N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
42097,Isla_Vista_hantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Isla_Vista_hantavirus
2169986,Barley_yellow_dwarf_virus_PAV,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Tolucaviricetes,o__Tolivirales,f__Tombusviridae,g__Luteovirus,s__Barley_yellow_dwarf_virus_PAV
1763596,Guertu_virus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Phenuiviridae,g__Bandavirus,s__Guertu_bandavirus
65743,Blackcurrant_reversion_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Secoviridae,g__Nepovirus,s__Blackcurrant_reversion_virus
332747,Influenza_A_virus_A_swine_Tennessee_25_1977_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
59300,Getah_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Togaviridae,g__Alphavirus,s__Getah_virus
35329,Bluetongue_virus_11,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
11034,Sindbis_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Togaviridae,g__Alphavirus,s__Sindbis_virus
12080,Human_poliovirus_1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_C
12078,Echovirus_E11,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
12663,Feline_coronavirus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Alphacoronavirus_1
103903,Coxsackievirus_B3_strain_Nancy,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
11036,Venezuelan_equine_encephalitis_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Togaviridae,g__Alphavirus,s__Venezuelan_equine_encephalitis_virus
11250,Human_orthopneumovirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Human_orthopneumovirus
1980494,Tula_orthohantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Tula_orthohantavirus
420174,Hepatitis_C_virus_isolate_HC_J4,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
10900,Bluetongue_virus_serotype_10_American_isolate,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
12082,Human_poliovirus_1_strain_Sabin,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_C
11083,Powassan_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Powassan_virus
506282,Influenza_A_virus_A_unknown_New_York_11646_5_2005_H7N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
402938,Influenza_A_virus_A_Michigan_2_2003_H1N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
604436,Influenza_B_virus_B_Brisbane_60_2008,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Betainfluenzavirus,s__Influenza_B_virus
432070,Influenza_A_virus_A_Hong_Kong_213_2003_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12246,Tobacco_mosaic_virus_strain_Dahlemense,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Virgaviridae,g__Tobamovirus,s__Tobacco_mosaic_virus
197780,Bluetongue_virus_8,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
1144025,Influenza_A_virus_A_Shandong_9_1993_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
707882,Duck_astrovirus_1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Stelpaviricetes,o__Stellavirales,f__Astroviridae,g__Avastrovirus,s__Duck_astrovirus_GII_A
489821,Norovirus_GII_4,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
11622,Lassa_virus_Josiah,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Arenaviridae,g__Mammarenavirus,s__Lassa_mammarenavirus
284190,Influenza_A_virus_A_Ck_Viet_Nam_36_2004_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
31634,Dengue_virus_2_Thailand_16681_84,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
11041,Rubella_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Hepelivirales,f__Matonaviridae,g__Rubivirus,s__Rubivirus_rubellae
382825,Influenza_A_virus_A_Philippines_2_1982_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
352764,Influenza_A_virus_A_mallard_Alberta_202_1996_H2N5,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
31647,Hepatitis_C_virus_subtype_1b,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
356415,Hepatitis_C_virus_isolate_NZL1,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
11037,Venezuelan_equine_encephalitis_virus_strain_TC_83,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Togaviridae,g__Alphavirus,s__Venezuelan_equine_encephalitis_virus
1399582,Duck_Tembusu_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Tembusu_virus
33717,Bluetongue_virus_serotype_13_isolate_USA,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
12073,Coxsackievirus_B4,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
565995,Bundibugyo_ebolavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Filoviridae,g__Ebolavirus,s__Bundibugyo_ebolavirus
46290,Foot_and_mouth_disease_virus_C3,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
1980519,Crimean_Congo_hemorrhagic_fever_orthonairovirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Nairoviridae,g__Orthonairovirus,s__Crimean_Congo_hemorrhagic_fever_orthonairovirus
383571,Influenza_A_virus_A_Memphis_6_1986_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
